כתובת,מהות הבקשה,pdf_url,תאריך,date_parsed,row_id,pdf_status,תאריך_הדפסה,מתאריך,עד_תאריך,שם_בעל_הרישיון,סיבת_הבקשה,סיבה_מילולית,ישוב,רחוב,מס,גוש,חלקה,מיני_עצים,מספרי_עצים,מספר_מינים_שחולצו
לוין אפשטיין 42,כריתה,https://www.rehovot.muni.il/uploads/n/1694325161.8862.pdf,24/09/23-24/09/26,2026-09-24,לוין אפשטיין 42|כריתה|https://www.rehovot.muni.il/uploads/n/1694325161.8862.pdf|24/09/23-24/09/26,http_200,10/09/2023,24/09/23,24/09/26,"א.רוטמן ושות 'בע""מ",בניה,הקמת מבנה מגורים,רחובות,לוין אפשטיין,42,,373,פיקוס השדרות,1,1
לחי,כריתה,https://www.rehovot.muni.il/uploads/n/1757415086.3334.pdf,23/01/26-23/09/26,2026-09-23,לחי|כריתה|https://www.rehovot.muni.il/uploads/n/1757415086.3334.pdf|23/01/26-23/09/26,http_200,09/09/2025,23/09/2025,23/01/2026,עיריית רחובות,עץ מת,עץ יבש,רחובות,"לח""י",,3699,328,פנסית דו-נוצתית,1,1
דרך הים,כריתה,https://www.rehovot.muni.il/uploads/n/1757415145.2902.pdf,23/01/26-23/09/26,2026-09-23,דרך הים|כריתה|https://www.rehovot.muni.il/uploads/n/1757415145.2902.pdf|23/01/26-23/09/26,http_200,09/09/2025,23/09/2025,23/01/2026,עיריית רחובות,עץ מת,עץ יבש,רחובות,דרך הים,,3654,13,הדר החושחש,1,1
סימטת הכרכור,כריתה,https://www.rehovot.muni.il/uploads/n/1757587338.8603.pdf,11/01/26-11/09/26,2026-09-11,סימטת הכרכור|כריתה|https://www.rehovot.muni.il/uploads/n/1757587338.8603.pdf|11/01/26-11/09/26,http_200_no_text,,,,,,,,,,,,,,
שקולניק,כריתה,https://www.rehovot.muni.il/uploads/n/1757414990.3200.pdf,09/01/26-09/09/26,2026-09-09,שקולניק|כריתה|https://www.rehovot.muni.il/uploads/n/1757414990.3200.pdf|09/01/26-09/09/26,http_200_no_text,,,,,,,,,,,,,,
יאנוש קורצ'אק,כריתה,https://www.rehovot.muni.il/uploads/n/1757415042.4677.pdf,09/01/26-09/09/26,2026-09-09,יאנוש קורצ'אק|כריתה|https://www.rehovot.muni.il/uploads/n/1757415042.4677.pdf|09/01/26-09/09/26,http_200_no_text,,,,,,,,,,,,,,
הפרג קרית ההגנה,כריתה,https://www.rehovot.muni.il/uploads/n/1691477393.1013.pdf,22/08/23-22/08/26,2026-08-22,הפרג קרית ההגנה|כריתה|https://www.rehovot.muni.il/uploads/n/1691477393.1013.pdf|22/08/23-22/08/26,http_200,08/08/2023,22/08/23,22/08/26,עיריית רחובות,בניה,עבודות פיתוח ותשתיות,רחובות,הפרג,,3699,4,ברכיכיטון צפצפתי,6,1
חיים פקריס - שושן אריה,כריתה,https://www.rehovot.muni.il/uploads/n/1691401833.6218.pdf,21/08/23-21/08/26,2026-08-21,חיים פקריס - שושן אריה|כריתה|https://www.rehovot.muni.il/uploads/n/1691401833.6218.pdf|21/08/23-21/08/26,http_200,07/08/2023,21/08/23,21/08/26,עיריית רחובות,בניה,הסדרת שביל אופנים,רחובות,חיים פקריס -שושן אריה,,3695,"209,213,214",סייגרוס רומנזוף,6,1
דרך פסטרנק,כריתה,https://www.rehovot.muni.il/uploads/n/1691398612.7084.pdf,21/08/23-21/08/26,2026-08-21,דרך פסטרנק|כריתה|https://www.rehovot.muni.il/uploads/n/1691398612.7084.pdf|21/08/23-21/08/26,http_200,07/08/2023,21/08/23,21/08/26,"ביה""ח קפלן שירותי בריאות כללי",בניה,הקמת מבנה אשפוז קרדיולוגי,רחובות,דרך פסטרנק,,3816,"380,382","ברוש מצוי
אלה ארץ-ישראלית","1
2",2
דרך פסטרנק/21,העתקה,https://www.rehovot.muni.il/uploads/n/1691398646.9002.pdf,21/08/23-21/08/26,2026-08-21,דרך פסטרנק/21|העתקה|https://www.rehovot.muni.il/uploads/n/1691398646.9002.pdf|21/08/23-21/08/26,http_200,07/08/2023,21/08/23,21/08/26,"ביה""ח קפלן שירותי בריאות כללי",בניה,הקמת מבנה אשפוז קרדיולוגי,רחובות,דרך פסטרנק,,3816,"380,382",זית אירופי,2,1
משה סמילנסקי 13,כריתה,https://www.rehovot.muni.il/uploads/n/1690800555.4030.pdf,14/08/23-14/08/26,2026-08-14,משה סמילנסקי 13|כריתה|https://www.rehovot.muni.il/uploads/n/1690800555.4030.pdf|14/08/23-14/08/26,http_200,31/07/2023,14/08/23,14/08/26,"קבוצת ברדוגו ליאור בע""מ",בניה,עבודות בינוי ופיתוח,רחובות,משה סמילנסקי,13,,822,"פלפלון דמוי-אלה
סיסם הודי
קתרוסית מרובעת
ליגוסטרום יפני","1
1
1
1",4
קולונל מרגולין 27,כריתה,https://www.rehovot.muni.il/uploads/n/1690793609.9679.pdf,14/08/23-14/08/26,2026-08-14,קולונל מרגולין 27|כריתה|https://www.rehovot.muni.il/uploads/n/1690793609.9679.pdf|14/08/23-14/08/26,http_200,31/07/2023,14/08/23,14/08/26,אריק גדקא,בניה,עבודות בינוי ופיתוח,רחובות,קולונל מרגולין,27,,301,הדר התפוז,2,1
אברהם בשארי 39,כריתה,https://www.rehovot.muni.il/uploads/n/1690694590.9947.pdf,10/08/23-10/08/26,2026-08-10,אברהם בשארי 39|כריתה|https://www.rehovot.muni.il/uploads/n/1690694590.9947.pdf|10/08/23-10/08/26,http_200_no_text,,,,,,,,,,,,,,
עזרא 34,כריתה,https://www.rehovot.muni.il/uploads/n/1690694469.1846.pdf,10/08/23-10/08/26,2026-08-10,עזרא 34|כריתה|https://www.rehovot.muni.il/uploads/n/1690694469.1846.pdf|10/08/23-10/08/26,http_200_no_text,,,,,,,,,,,,,,
דוד בן גוריון,העתקה,https://www.rehovot.muni.il/uploads/n/1690694183.9652.pdf,10/08/23-10/08/26,2026-08-10,דוד בן גוריון|העתקה|https://www.rehovot.muni.il/uploads/n/1690694183.9652.pdf|10/08/23-10/08/26,http_200_no_text,,,,,,,,,,,,,,
אביבה ומתתיהו לוסטרניק,כריתה,https://www.rehovot.muni.il/uploads/n/1690096314.4588.pdf,06/08/23-06/08/26,2026-08-06,אביבה ומתתיהו לוסטרניק|כריתה|https://www.rehovot.muni.il/uploads/n/1690096314.4588.pdf|06/08/23-06/08/26,http_200_no_text,,,,,,,,,,,,,,
המדע (מקטע פקריס-ברגמן),כריתה,https://www.rehovot.muni.il/uploads/n/1689836074.9088.pdf,03/08/23-03/08/26,2026-08-03,המדע (מקטע פקריס-ברגמן)|כריתה|https://www.rehovot.muni.il/uploads/n/1689836074.9088.pdf|03/08/23-03/08/26,http_200_no_text,,,,,,,,,,,,,,
מנחם בגין חיבור לכביש 40,כריתה,https://www.rehovot.muni.il/uploads/n/1689835973.5171.pdf,03/08/23-03/08/26,2026-08-03,מנחם בגין חיבור לכביש 40|כריתה|https://www.rehovot.muni.il/uploads/n/1689835973.5171.pdf|03/08/23-03/08/26,http_200_no_text,,,,,,,,,,,,,,
קלמן גבריאלוב,כריתה,https://www.rehovot.muni.il/uploads/n/1689578854.4427.pdf,31/07/23-31/07/26,2026-07-31,קלמן גבריאלוב|כריתה|https://www.rehovot.muni.il/uploads/n/1689578854.4427.pdf|31/07/23-31/07/26,http_200,17/07/2023,31/07/23,31/07/26,עיריית רחובות,בניה,הקמת מבנה,רחובות,קלמן גבריאלוב,,3652,"71,73","אלביציה צהובה
מילה ירוקת-עד","1
1",2
"הרא""ז 13",כריתה,https://www.rehovot.muni.il/uploads/n/1688280961.2610.pdf,16/07/23-16/07/26,2026-07-16,"הרא""ז 13|כריתה|https://www.rehovot.muni.il/uploads/n/1688280961.2610.pdf|16/07/23-16/07/26",http_200_no_text,,,,,,,,,,,,,,
בר כוכבא 15,כריתה,https://www.rehovot.muni.il/uploads/n/1687690233.3585.pdf,09/07/23-09/07/26,2026-07-09,בר כוכבא 15|כריתה|https://www.rehovot.muni.il/uploads/n/1687690233.3585.pdf|09/07/23-09/07/26,http_200_no_text,,,,,,,,,,,,,,
אברהם שמחי 1,כריתה,https://www.rehovot.muni.il/uploads/n/1687246596.7125.pdf,04/07/23-04/07/26,2026-07-04,אברהם שמחי 1|כריתה|https://www.rehovot.muni.il/uploads/n/1687246596.7125.pdf|04/07/23-04/07/26,http_200_no_text,,,,,,,,,,,,,,
אוהד דולינסקי 12,כריתה,https://www.rehovot.muni.il/uploads/n/1687079802.7471.pdf,02/07/23-02/07/26,2026-07-02,אוהד דולינסקי 12|כריתה|https://www.rehovot.muni.il/uploads/n/1687079802.7471.pdf|02/07/23-02/07/26,http_200_no_text,,,,,,,,,,,,,,
הזוהר 4,כריתה,https://www.rehovot.muni.il/uploads/n/1686655094.2726.pdf,27/06/23-27/06/26,2026-06-27,הזוהר 4|כריתה|https://www.rehovot.muni.il/uploads/n/1686655094.2726.pdf|27/06/23-27/06/26,http_200_no_text,,,,,,,,,,,,,,
יעבץ 8,כריתה,https://www.rehovot.muni.il/uploads/n/1686655137.3813.pdf,26/06/23-26/06/26,2026-06-26,יעבץ 8|כריתה|https://www.rehovot.muni.il/uploads/n/1686655137.3813.pdf|26/06/23-26/06/26,http_200_no_text,,,,,,,,,,,,,,
זכריה מדר,כריתה,https://www.rehovot.muni.il/uploads/n/1686482567.2074.pdf,25/06/23-25/06/26,2026-06-25,זכריה מדר|כריתה|https://www.rehovot.muni.il/uploads/n/1686482567.2074.pdf|25/06/23-25/06/26,http_200_no_text,,,,,,,,,,,,,,
זכריה מדר,העתקה,https://www.rehovot.muni.il/uploads/n/1686482588.9954.pdf,25/06/23-25/06/26,2026-06-25,זכריה מדר|העתקה|https://www.rehovot.muni.il/uploads/n/1686482588.9954.pdf|25/06/23-25/06/26,http_200_no_text,,,,,,,,,,,,,,
שד' הקיבוצים,כריתה,https://www.rehovot.muni.il/uploads/n/1770707098.7181.pdf,24/02/26- 24/06/26,2026-06-24,שד' הקיבוצים|כריתה|https://www.rehovot.muni.il/uploads/n/1770707098.7181.pdf|24/02/26- 24/06/26,http_200,10/02/2026,24/02/2026,24/06/2026,עיריית רחובות,עץ מת,עץ מנוון,רחובות,שד 'הקיבוצים,,3698,463,דקל המלך(רויסטוניאה מל,1,1
הכרמל,כריתה,https://www.rehovot.muni.il/uploads/n/1770707198.5551.pdf,24/02/26- 24/06/26,2026-06-24,הכרמל|כריתה|https://www.rehovot.muni.il/uploads/n/1770707198.5551.pdf|24/02/26- 24/06/26,http_200,10/02/2026,24/02/2026,24/06/2026,עיריית רחובות,עץ מת,עץ יבש,רחובות,הכרמל,,5908,80,בומבק צייבה,1,1
יוסף קרוננברג,כריתה,https://www.rehovot.muni.il/uploads/n/1770182696.7677.pdf,17/02/26- 17/06/26,2026-06-17,יוסף קרוננברג|כריתה|https://www.rehovot.muni.il/uploads/n/1770182696.7677.pdf|17/02/26- 17/06/26,http_200,03/02/2026,17/02/2026,17/06/2026,עיריית רחובות,בטיחות,עץ יבש,רחובות,יוסף קרוננברג,,3697,390,סיגלון עלה-מימוזה,1,1
שד' פנחס בן דוד (קפרא),כריתה,https://www.rehovot.muni.il/uploads/n/1770182572.1970.pdf,17/02/26- 17/06/26,2026-06-17,שד' פנחס בן דוד (קפרא)|כריתה|https://www.rehovot.muni.il/uploads/n/1770182572.1970.pdf|17/02/26- 17/06/26,http_200,03/02/2026,17/02/2026,17/06/2026,עיריית רחובות,בטיחות,רקבון בצוואר הגזע,רחובות,שד ',,3697,470,שזיף הדובדבן,1,1
דרך הים,כריתה,https://www.rehovot.muni.il/uploads/n/1770101822.7926.pdf,16/02/26- 16/06/26,2026-06-16,דרך הים|כריתה|https://www.rehovot.muni.il/uploads/n/1770101822.7926.pdf|16/02/26- 16/06/26,http_200,02/02/2026,16/02/2026,16/06/2026,עיריית רחובות,עץ מת,עץ יבש,רחובות,דרך הים,,3654,13,הדר החושחש,1,1
פרופ' יובל נאמן,כריתה,https://www.rehovot.muni.il/uploads/n/1770101949.8593.pdf,16/02/26- 16/06/26,2026-06-16,פרופ' יובל נאמן|כריתה|https://www.rehovot.muni.il/uploads/n/1770101949.8593.pdf|16/02/26- 16/06/26,http_200,02/02/2026,16/02/2026,16/06/2026,עיריית רחובות,בטיחות,רקבון בצוואר הגזע,רחובות,פרופ 'יובל נאמן,,3694,376,,,0
דב קליין,כריתה,https://www.rehovot.muni.il/uploads/n/1769699096.6682.pdf,12/02/26- 12/06/26,2026-06-12,דב קליין|כריתה|https://www.rehovot.muni.il/uploads/n/1769699096.6682.pdf|12/02/26- 12/06/26,http_200,29/01/2026,12/02/2026,12/06/2026,עיריית רחובות,עץ מת,עץ יבש,רחובות,דב קליין,,3655,279,ברוש מצוי,1,1
סמטת המוכתר 2,כריתה,https://www.rehovot.muni.il/uploads/n/1770786053.3468.pdf,10/02/26- 10/06/26,2026-06-10,סמטת המוכתר 2|כריתה|https://www.rehovot.muni.il/uploads/n/1770786053.3468.pdf|10/02/26- 10/06/26,http_200,10/02/2026,10/02/2026,10/06/2026,לילאן אגצ'י,בטיחות,עץ נטוי -מהווה סכנה,רחובות,סמטת המוכתר,2,,223,ברוש גדול-פירות,1,1
יהודה המכבי,כריתה,https://www.rehovot.muni.il/uploads/n/1770544253.9384.pdf,08/02/26- 08/06/26,2026-06-08,יהודה המכבי|כריתה|https://www.rehovot.muni.il/uploads/n/1770544253.9384.pdf|08/02/26- 08/06/26,http_200,08/02/2026,08/02/2026,08/06/2026,עיריית רחובות,בטיחות,"עצים יבשים בשטח גנ""י",רחובות,יהודה המכבי,,3658,115,ברוש מצוי,2,1
הרב הרצוג 3,כריתה,https://www.rehovot.muni.il/uploads/n/1770544188.9613.pdf,08/02/26- 08/06/26,2026-06-08,הרב הרצוג 3|כריתה|https://www.rehovot.muni.il/uploads/n/1770544188.9613.pdf|08/02/26- 08/06/26,http_200,08/02/2026,08/02/2026,08/06/2026,עיריית רחובות,בטיחות,"עץ יבש בשטח גנ""י",רחובות,הרב הרצוג3,,3703,785,ברוש מצוי,1,1
צבי ארליך 5,כריתה,https://www.rehovot.muni.il/uploads/n/1684844966.3361.pdf,06/06/23-06/06/26,2026-06-06,צבי ארליך 5|כריתה|https://www.rehovot.muni.il/uploads/n/1684844966.3361.pdf|06/06/23-06/06/26,http_200_no_text,,,,,,,,,,,,,,
יהודה המכבי,כריתה,https://www.rehovot.muni.il/uploads/n/1770182635.8007.pdf,03/02/26- 03/06/26,2026-06-03,יהודה המכבי|כריתה|https://www.rehovot.muni.il/uploads/n/1770182635.8007.pdf|03/02/26- 03/06/26,http_200,03/02/2026,03/02/2026,03/06/2026,עיריית רחובות,בטיחות,"עץ יבש בחצר גנ""י",רחובות,יהודה המכבי,,3658,115,,,0
כיכר החשמונאים 9,כריתה,https://www.rehovot.muni.il/uploads/n/1770182832.6920.pdf,02/02/26- 02/06/26,2026-06-02,כיכר החשמונאים 9|כריתה|https://www.rehovot.muni.il/uploads/n/1770182832.6920.pdf|02/02/26- 02/06/26,http_200,02/02/2026,02/02/2026,02/06/2026,בועז יחיא,בטיחות,יבשים(שרופים)-סכנת קריסה,רחובות,כיכר החשמונאים,9,,351,ברוש מצוי,2,1
חיים הולצמן,כריתה,https://www.rehovot.muni.il/uploads/n/1682235535.2980.pdf,07/05/23-07/05/26,2026-05-07,חיים הולצמן|כריתה|https://www.rehovot.muni.il/uploads/n/1682235535.2980.pdf|07/05/23-07/05/26,http_200_no_text,,,,,,,,,,,,,,
מכון ויצמן למדע,כריתה,https://www.rehovot.muni.il/uploads/n/1682246882.1764.pdf,07/05/23-07/05/26,2026-05-07,מכון ויצמן למדע|כריתה|https://www.rehovot.muni.il/uploads/n/1682246882.1764.pdf|07/05/23-07/05/26,http_200_no_text,,,,,,,,,,,,,,
מנדלי מוכר ספרים,כריתה,https://www.rehovot.muni.il/uploads/n/1682236189.4417.pdf,07/05/23-07/05/26,2026-05-07,מנדלי מוכר ספרים|כריתה|https://www.rehovot.muni.il/uploads/n/1682236189.4417.pdf|07/05/23-07/05/26,http_200_no_text,,,,,,,,,,,,,,
רחל רשנזון 64,כריתה,https://www.rehovot.muni.il/uploads/n/1681881898.2839.pdf,02/05/23-02/05/26,2026-05-02,רחל רשנזון 64|כריתה|https://www.rehovot.muni.il/uploads/n/1681881898.2839.pdf|02/05/23-02/05/26,http_200_no_text,,,,,,,,,,,,,,
הפועל הצעיר,כריתה,https://www.rehovot.muni.il/uploads/n/1767273169.4005.pdf,01/01/26-01/05/26,2026-05-01,הפועל הצעיר|כריתה|https://www.rehovot.muni.il/uploads/n/1767273169.4005.pdf|01/01/26-01/05/26,http_200_no_text,,,,,,,,,,,,,,
הרצל 234 מכון ויצמן למדע,העתקה,https://www.rehovot.muni.il/uploads/n/1680414754.6732.pdf,16/04/23-16/04/26,2026-04-16,הרצל 234 מכון ויצמן למדע|העתקה|https://www.rehovot.muni.il/uploads/n/1680414754.6732.pdf|16/04/23-16/04/26,http_200_no_text,,,,,,,,,,,,,,
הרצל 234 מכון ויצמן למדע,כריתה,https://www.rehovot.muni.il/uploads/n/1680414736.4732.pdf,16/04/23-16/04/26,2026-04-16,הרצל 234 מכון ויצמן למדע|כריתה|https://www.rehovot.muni.il/uploads/n/1680414736.4732.pdf|16/04/23-16/04/26,http_200_no_text,,,,,,,,,,,,,,
חיש 36,העתקה,https://www.rehovot.muni.il/uploads/n/1679920875.2369.pdf,10/04/23-10/04/26,2026-04-10,חיש 36|העתקה|https://www.rehovot.muni.il/uploads/n/1679920875.2369.pdf|10/04/23-10/04/26,http_200_no_text,,,,,,,,,,,,,,
חיש 36,כריתה,https://www.rehovot.muni.il/uploads/n/1679920856.7666.pdf,10/04/23-10/04/26,2026-04-10,חיש 36|כריתה|https://www.rehovot.muni.il/uploads/n/1679920856.7666.pdf|10/04/23-10/04/26,http_200_no_text,,,,,,,,,,,,,,
הרגרא 5,כריתה,https://www.rehovot.muni.il/uploads/n/1679827973.3377.pdf,09/04/23-09/04/26,2026-04-09,הרגרא 5|כריתה|https://www.rehovot.muni.il/uploads/n/1679827973.3377.pdf|09/04/23-09/04/26,http_200_no_text,,,,,,,,,,,,,,
הרב מוהליבר 3,כריתה,https://www.rehovot.muni.il/uploads/n/1679825528.7558.pdf,09/04/23-09/04/26,2026-04-09,הרב מוהליבר 3|כריתה|https://www.rehovot.muni.il/uploads/n/1679825528.7558.pdf|09/04/23-09/04/26,http_200_no_text,,,,,,,,,,,,,,
הכרם 6,כריתה,https://www.rehovot.muni.il/uploads/n/1679825906.6656.pdf,09/04/23-09/04/26,2026-04-09,הכרם 6|כריתה|https://www.rehovot.muni.il/uploads/n/1679825906.6656.pdf|09/04/23-09/04/26,http_200_no_text,,,,,,,,,,,,,,
הסביון 15,כריתה,https://www.rehovot.muni.il/uploads/n/1678862979.8668.pdf,28/03/26-28/03/26,2026-03-28,הסביון 15|כריתה|https://www.rehovot.muni.il/uploads/n/1678862979.8668.pdf|28/03/26-28/03/26,http_200_no_text,,,,,,,,,,,,,,
קלמן גבריאלוב,כריתה,https://www.rehovot.muni.il/uploads/n/1678860063.8880.pdf,28/03/23-28/03/26,2026-03-28,קלמן גבריאלוב|כריתה|https://www.rehovot.muni.il/uploads/n/1678860063.8880.pdf|28/03/23-28/03/26,http_200_no_text,,,,,,,,,,,,,,
מגיני הגליל 50,כריתה,https://www.rehovot.muni.il/uploads/n/1678713615.6904.pdf,27/03/23-27/03/26,2026-03-27,מגיני הגליל 50|כריתה|https://www.rehovot.muni.il/uploads/n/1678713615.6904.pdf|27/03/23-27/03/26,http_200_no_text,,,,,,,,,,,,,,
החוחית 4,כריתה,https://www.rehovot.muni.il/uploads/n/1678863414.4701.pdf,23/03/23-23/03/26,2026-03-23,החוחית 4|כריתה|https://www.rehovot.muni.il/uploads/n/1678863414.4701.pdf|23/03/23-23/03/26,http_200_no_text,,,,,,,,,,,,,,
"האצ""ל 1",העתקה,https://www.rehovot.muni.il/uploads/n/1678863312.2649.pdf,23/03/23-23/03/26,2026-03-23,"האצ""ל 1|העתקה|https://www.rehovot.muni.il/uploads/n/1678863312.2649.pdf|23/03/23-23/03/26",http_200_no_text,,,,,,,,,,,,,,
